rotation_speed(°/s),steps,waiting_time(s)
121.5376,100,0.00056
128.7309,100,0.00052
137.6497,100,0.00048
137.306,100,0.00044
159.1716,100,0.0004
161.7437,100,0.00036
138.9229,100,0.00032
138.6611,100,0.00028
138.2915,100,0.00024
138.9544,100,0.0002
140.3264,100,0.00016
141.3411,100,0.00012
123.1669,100,8e-05
143.6692,100,4e-05
143.7266,100,0.0
18.66606,90,0.004
18.85384,90,0.00396
19.03954,90,0.00392
19.24096,90,0.00388
19.43144,90,0.00384
19.63233,90,0.0038
19.84245,90,0.00376
20.05037,90,0.00372
20.25442,90,0.00368
20.47842,90,0.00364
20.70364,90,0.0036
20.93787,90,0.00356
21.16692,90,0.00352
21.40492,90,0.00348
21.65544,90,0.00344
21.90642,90,0.0034
22.16721,90,0.00336
22.4125,90,0.00332
22.68951,90,0.00328
22.96614,90,0.00324
23.23219,90,0.0032
23.53694,90,0.00316
23.83148,90,0.00312
24.13618,90,0.00308
24.44575,90,0.00304
24.76734,90,0.003
25.09194,90,0.00296
25.42698,90,0.00292
25.77888,90,0.00288
26.12947,90,0.00284
26.50411,90,0.0028
26.8861,90,0.00276
27.25744,90,0.00272
27.64,90,0.00268
28.05435,90,0.00264
28.49407,90,0.0026
28.91083,90,0.00256
29.3682,90,0.00252
29.83452,90,0.00248
30.31771,90,0.00244
30.80862,90,0.0024
31.3156,90,0.00236
31.8496,90,0.00232
32.3815,90,0.00228
32.95467,90,0.00224
33.53362,90,0.0022
34.14856,90,0.00216
34.75865,90,0.00212
35.39443,90,0.00208
36.08518,90,0.00204
36.82133,90,0.002
37.48379,90,0.00196
38.26319,90,0.00192
39.09576,90,0.00188
39.92238,90,0.00184
40.75928,90,0.0018
41.66259,90,0.00176
42.58502,90,0.00172
43.58318,90,0.00168
44.59592,90,0.00164
45.67954,90,0.0016
46.82515,90,0.00156
48.01022,90,0.00152
49.26367,90,0.00148
50.57973,90,0.00144
51.95899,90,0.0014
53.4047,90,0.00136
55.00865,90,0.00132
56.62788,90,0.00128
58.42322,90,0.00124
60.29542,90,0.0012
62.29021,90,0.00116
64.39397,90,0.00112
66.64941,90,0.00108
69.12151,90,0.00104
71.75143,90,0.001
74.58385,90,0.00096
77.61177,90,0.00092
80.89263,90,0.00088
84.51037,90,0.00084
88.45904,90,0.0008
92.82226,90,0.00076
97.47671,90,0.00072
102.7518,90,0.0006799999
108.7419,90,0.00064
114.9275,90,0.0006
121.5146,90,0.00056
129.2521,90,0.00052
138.0832,90,0.00048
147.8657,90,0.00044
158.4513,90,0.0004
161.7424,90,0.00036
138.6721,90,0.00032
161.428,90,0.00028
138.2373,90,0.00024
139.9599,90,0.0002
139.9238,90,0.00016
140.1495,90,0.00012
142.5774,90,8e-05
143.2911,90,4e-05
143.5057,90,0.0
18.66071,80,0.004
18.84711,80,0.00396
19.04091,80,0.00392
19.22642,80,0.00388
19.42801,80,0.00384
19.62762,80,0.0038
19.84079,80,0.00376
20.04601,80,0.00372
20.25694,80,0.00368
20.4857,80,0.00364
20.69662,80,0.0036
20.93979,80,0.00356
21.17544,80,0.00352
21.40107,80,0.00348
21.65078,80,0.00344
21.89122,80,0.0034
22.16341,80,0.00336
22.41915,80,0.00332
22.69305,80,0.00328
22.96415,80,0.00324
23.23904,80,0.0032
23.53284,80,0.00316
23.83681,80,0.00312
24.13726,80,0.00308
24.44534,80,0.00304
24.75415,80,0.003
25.09251,80,0.00296
25.44528,80,0.00292
25.7732,80,0.00288
26.12987,80,0.00284
26.49467,80,0.0028
26.8636,80,0.00276
27.26046,80,0.00272
27.65327,80,0.00268
28.07409,80,0.00264
28.49175,80,0.0026
28.92471,80,0.00256
29.37421,80,0.00252
29.85522,80,0.00248
30.30093,80,0.00244
30.80991,80,0.0024
31.31054,80,0.00236
31.84128,80,0.00232
32.40908,80,0.00228
32.94106,80,0.00224
33.51667,80,0.0022
34.14462,80,0.00216
34.74501,80,0.00212
35.41848,80,0.00208
36.08914,80,0.00204
36.79157,80,0.002
37.53827,80,0.00196
38.28623,80,0.00192
39.08973,80,0.00188
39.88678,80,0.00184
40.76079,80,0.0018
41.64959,80,0.00176
42.57957,80,0.00172
43.577,80,0.00168
44.60821,80,0.00164
45.66989,80,0.0016
46.83555,80,0.00156
47.9876,80,0.00152
49.23374,80,0.00148
50.60153,80,0.00144
51.98432,80,0.0014
53.40538,80,0.00136
55.01406,80,0.00132
56.63017,80,0.00128
58.41556,80,0.00124
60.25447,80,0.0012
62.29652,80,0.00116
64.38061,80,0.00112
66.69261,80,0.00108
69.08994,80,0.00104
71.71412,80,0.001
74.51343,80,0.00096
77.66736,80,0.00092
80.89011,80,0.00088
84.49022,80,0.00084
88.46835,80,0.0008
92.69201,80,0.00076
97.48505,80,0.00072
102.8331,80,0.0006799999
108.6235,80,0.00064
115.0415,80,0.0006
121.4628,80,0.00056
129.3829,80,0.00052
138.294,80,0.00048
147.4513,80,0.00044
158.5402,80,0.0004
161.4315,80,0.00036
161.7849,80,0.00032
138.4392,80,0.00028
163.528,80,0.00024
140.6437,80,0.0002
139.8147,80,0.00016
139.838,80,0.00012
142.9126,80,8e-05
143.7428,80,4e-05
143.4963,80,0.0
27.8376,70,0.004
28.11289,70,0.00396
28.40013,70,0.00392
28.68523,70,0.00388
28.98355,70,0.00384
29.30394,70,0.0038
29.57245,70,0.00376
29.87993,70,0.00372
30.22172,70,0.00368
30.53629,70,0.00364
30.87339,70,0.0036
31.22921,70,0.00356
31.56863,70,0.00352
31.91932,70,0.00348
32.27736,70,0.00344
